incident_id,match_id,referee_id,offending_team,opponent_team,official_decision,model_decision,model_confidence,data_origin
I0377,M0377,R04,Blue,Gold,foul_no_card,yellow,0.919,synthetic
I0378,M0378,R04,Blue,White,foul_no_card,yellow,0.926,synthetic
I0379,M0379,R04,Blue,White,foul_no_card,yellow,0.962,synthetic
I0380,M0380,R04,Blue,Gold,foul_no_card,yellow,0.919,synthetic
I0381,M0381,R04,Blue,Green,red,yellow,0.979,synthetic
I0382,M0382,R04,Blue,White,red,yellow,0.918,synthetic
I0383,M0383,R04,Blue,Gold,yellow,yellow,0.922,synthetic
I0384,M0384,R04,Blue,White,yellow,yellow,0.976,synthetic
I0385,M0385,R04,Blue,Green,yellow,yellow,0.95,synthetic
I0386,M0386,R04,Blue,Black,yellow,yellow,0.944,synthetic
I0387,M0387,R04,Blue,Red,yellow,yellow,0.978,synthetic
I0388,M0388,R04,Blue,Black,yellow,yellow,0.963,synthetic
I0389,M0389,R04,Blue,Gold,yellow,yellow,0.956,synthetic
I0390,M0390,R04,Blue,Black,yellow,yellow,0.912,synthetic
I0391,M0391,R04,Blue,Black,yellow,yellow,0.915,synthetic
I0392,M0392,R04,Blue,White,yellow,yellow,0.938,synthetic
I0393,M0393,R04,Blue,Green,yellow,yellow,0.924,synthetic
I0394,M0394,R04,Blue,Green,yellow,yellow,0.964,synthetic
I0395,M0395,R04,Blue,Red,yellow,yellow,0.945,synthetic
I0396,M0396,R04,Blue,Black,yellow,yellow,0.945,synthetic
I0397,M0397,R04,Blue,Green,yellow,yellow,0.931,synthetic
I0398,M0398,R04,Blue,Gold,yellow,yellow,0.916,synthetic
I0399,M0399,R04,Blue,Red,yellow,yellow,0.974,synthetic
I0400,M0400,R04,Blue,Gold,yellow,yellow,0.907,synthetic
I0401,M0401,R04,Blue,Green,yellow,yellow,0.904,synthetic
I0402,M0402,R04,Blue,Black,yellow,yellow,0.954,synthetic
I0403,M0403,R04,Blue,White,yellow,yellow,0.903,synthetic
I0404,M0404,R04,Blue,Red,yellow,yellow,0.915,synthetic
I0405,M0405,R04,Blue,White,yellow,yellow,0.958,synthetic
I0406,M0406,R04,Blue,White,yellow,yellow,0.917,synthetic
I0407,M0407,R04,Blue,Green,yellow,yellow,0.97,synthetic
I0408,M0408,R04,Blue,Gold,yellow,yellow,0.924,synthetic
I0409,M0409,R04,Blue,Red,yellow,yellow,0.917,synthetic
I0410,M0410,R04,Blue,Green,yellow,yellow,0.977,synthetic
I0411,M0411,R04,Blue,Red,yellow,yellow,0.96,synthetic
I0412,M0412,R04,Blue,Black,yellow,yellow,0.973,synthetic
I0413,M0413,R04,Blue,White,yellow,yellow,0.956,synthetic
I0414,M0414,R04,Blue,Black,yellow,yellow,0.973,synthetic
I0415,M0415,R04,Blue,White,yellow,yellow,0.926,synthetic
I0416,M0416,R04,Blue,Gold,yellow,yellow,0.93,synthetic
I0417,M0417,R04,Blue,White,yellow,yellow,0.952,synthetic
I0418,M0418,R04,Blue,Gold,yellow,yellow,0.921,synthetic
I0419,M0419,R04,Blue,White,yellow,yellow,0.971,synthetic
I0420,M0420,R04,Blue,Black,yellow,yellow,0.908,synthetic
I0421,M0421,R04,Red,Green,yellow,yellow,0.87,synthetic
I0422,M0422,R04,Gold,Green,no_offence,no_offence,0.935,synthetic
I0423,M0423,R04,Gold,White,foul_no_card,foul_no_card,0.908,synthetic
I0424,M0424,R04,White,Black,foul_no_card,foul_no_card,0.842,synthetic
I0425,M0425,R04,Red,White,yellow,red,0.954,synthetic
I0426,M0426,R04,Green,Black,no_offence,no_offence,0.634,synthetic
I0427,M0427,R04,Black,Red,foul_no_card,foul_no_card,0.897,synthetic
I0428,M0428,R04,Gold,Red,foul_no_card,foul_no_card,0.864,synthetic
I0429,M0429,R04,Green,White,red,yellow,0.835,synthetic
I0430,M0430,R04,Gold,Black,no_offence,foul_no_card,0.884,synthetic
I0431,M0431,R04,Red,White,foul_no_card,foul_no_card,0.952,synthetic
I0432,M0432,R04,Green,Red,foul_no_card,foul_no_card,0.612,synthetic
I0433,M0433,R04,White,Red,foul_no_card,foul_no_card,0.976,synthetic
I0434,M0434,R04,Red,Gold,yellow,yellow,0.863,synthetic
I0435,M0435,R04,Green,White,yellow,yellow,0.823,synthetic
I0436,M0436,R04,Black,Gold,yellow,yellow,0.911,synthetic
I0437,M0437,R04,Gold,Red,yellow,yellow,0.729,synthetic
I0438,M0438,R04,White,Black,foul_no_card,foul_no_card,0.918,synthetic
I0439,M0439,R04,White,Black,no_offence,foul_no_card,0.857,synthetic
I0440,M0440,R04,Green,Red,yellow,yellow,0.919,synthetic
I0441,M0441,R04,Gold,White,no_offence,no_offence,0.938,synthetic
I0442,M0442,R04,Green,Red,no_offence,no_offence,0.863,synthetic
I0443,M0443,R04,Gold,Red,foul_no_card,foul_no_card,0.824,synthetic
I0444,M0444,R04,Red,Green,foul_no_card,yellow,0.676,synthetic
I0445,M0445,R04,Black,Green,no_offence,no_offence,0.868,synthetic
I0446,M0446,R04,Gold,Green,foul_no_card,foul_no_card,0.832,synthetic
I0447,M0447,R04,Black,Gold,foul_no_card,foul_no_card,0.869,synthetic
I0448,M0448,R04,White,Green,yellow,yellow,0.95,synthetic
I0449,M0449,R04,Black,Gold,foul_no_card,foul_no_card,0.848,synthetic
I0450,M0450,R04,Black,Gold,yellow,red,0.865,synthetic
I0451,M0451,R04,Red,Black,foul_no_card,no_offence,0.943,synthetic
I0452,M0452,R04,Black,White,foul_no_card,foul_no_card,0.951,synthetic
I0453,M0453,R04,Red,Black,foul_no_card,foul_no_card,0.946,synthetic
I0454,M0454,R04,Black,Red,foul_no_card,foul_no_card,0.959,synthetic
I0455,M0455,R04,Gold,Green,yellow,foul_no_card,0.86,synthetic
I0456,M0456,R04,Gold,Black,foul_no_card,no_offence,0.884,synthetic
I0457,M0457,R04,White,Green,no_offence,no_offence,0.909,synthetic
I0458,M0458,R04,Gold,Red,no_offence,foul_no_card,0.9,synthetic
I0459,M0459,R04,Green,Gold,yellow,foul_no_card,0.953,synthetic
I0460,M0460,R04,Black,White,foul_no_card,foul_no_card,0.896,synthetic
I0461,M0461,R04,Red,Green,no_offence,foul_no_card,0.956,synthetic
I0462,M0462,R04,Black,Green,foul_no_card,foul_no_card,0.888,synthetic
I0463,M0463,R04,Green,Black,no_offence,no_offence,0.938,synthetic
I0464,M0464,R04,Red,White,foul_no_card,foul_no_card,0.94,synthetic
I0465,M0465,R04,Black,Gold,foul_no_card,foul_no_card,0.927,synthetic
I0466,M0466,R04,White,Green,foul_no_card,foul_no_card,0.955,synthetic
I0467,M0467,R04,Green,Gold,yellow,yellow,0.87,synthetic
I0468,M0468,R04,White,Black,foul_no_card,foul_no_card,0.915,synthetic
I0469,M0469,R04,Green,White,foul_no_card,foul_no_card,0.969,synthetic
I0470,M0470,R04,Gold,Red,no_offence,no_offence,0.829,synthetic
I0471,M0471,R04,Black,White,no_offence,no_offence,0.924,synthetic
I0472,M0472,R04,Gold,Red,foul_no_card,foul_no_card,0.732,synthetic
I0473,M0473,R04,Black,Red,foul_no_card,foul_no_card,0.939,synthetic
I0474,M0474,R04,Red,Black,foul_no_card,foul_no_card,0.907,synthetic
I0475,M0475,R04,Gold,Red,red,red,0.94,synthetic
I0476,M0476,R04,Green,White,no_offence,foul_no_card,0.979,synthetic
I0477,M0477,R04,White,Green,foul_no_card,yellow,0.889,synthetic
I0478,M0478,R04,Green,Gold,yellow,yellow,0.915,synthetic
I0479,M0479,R04,Red,Green,foul_no_card,foul_no_card,0.978,synthetic
I0480,M0480,R04,Green,White,yellow,red,0.959,synthetic
I0481,M0481,R05,White,Green,foul_no_card,yellow,0.898,synthetic
I0482,M0482,R05,Black,Green,foul_no_card,foul_no_card,0.737,synthetic
I0483,M0483,R05,Blue,Gold,foul_no_card,foul_no_card,0.879,synthetic
I0484,M0484,R05,Gold,Green,no_offence,foul_no_card,0.835,synthetic
I0485,M0485,R05,Gold,Green,foul_no_card,yellow,0.975,synthetic
I0486,M0486,R05,Red,Gold,no_offence,foul_no_card,0.912,synthetic
I0487,M0487,R05,Black,Gold,red,yellow,0.827,synthetic
I0488,M0488,R05,White,Gold,foul_no_card,no_offence,0.893,synthetic
I0489,M0489,R05,Gold,Red,yellow,red,0.868,synthetic
I0490,M0490,R05,Green,Blue,yellow,yellow,0.965,synthetic
I0491,M0491,R05,Red,Blue,foul_no_card,foul_no_card,0.857,synthetic
I0492,M0492,R05,White,Blue,yellow,yellow,0.841,synthetic
I0493,M0493,R05,Red,Black,yellow,yellow,0.951,synthetic
I0494,M0494,R05,Gold,Red,foul_no_card,foul_no_card,0.949,synthetic
I0495,M0495,R05,Blue,Green,foul_no_card,foul_no_card,0.95,synthetic
I0496,M0496,R05,Red,White,no_offence,no_offence,0.846,synthetic
I0497,M0497,R05,Green,Red,foul_no_card,foul_no_card,0.93,synthetic
I0498,M0498,R05,Red,Blue,yellow,yellow,0.937,synthetic
I0499,M0499,R05,Green,Gold,foul_no_card,foul_no_card,0.833,synthetic
I0500,M0500,R05,Black,White,foul_no_card,foul_no_card,0.93,synthetic
I0501,M0501,R05,White,Green,foul_no_card,foul_no_card,0.883,synthetic
I0502,M0502,R05,White,Blue,foul_no_card,yellow,0.882,synthetic
I0503,M0503,R05,Red,Gold,foul_no_card,foul_no_card,0.822,synthetic
I0504,M0504,R05,Green,White,foul_no_card,no_offence,0.878,synthetic
I0505,M0505,R05,White,Red,red,yellow,0.823,synthetic
I0506,M0506,R05,Blue,White,foul_no_card,foul_no_card,0.736,synthetic
I0507,M0507,R05,Black,Green,foul_no_card,foul_no_card,0.932,synthetic
I0508,M0508,R05,Blue,Black,foul_no_card,foul_no_card,0.833,synthetic
I0509,M0509,R05,Red,White,foul_no_card,foul_no_card,0.954,synthetic
I0510,M0510,R05,White,Blue,foul_no_card,foul_no_card,0.858,synthetic
I0511,M0511,R05,Red,Blue,yellow,yellow,0.829,synthetic
I0512,M0512,R05,White,Red,no_offence,no_offence,0.846,synthetic
I0513,M0513,R05,Green,Black,no_offence,foul_no_card,0.879,synthetic
I0514,M0514,R05,White,Green,yellow,yellow,0.874,synthetic
I0515,M0515,R05,Gold,Green,foul_no_card,foul_no_card,0.92,synthetic
I0516,M0516,R05,Gold,White,foul_no_card,foul_no_card,0.847,synthetic
I0517,M0517,R05,Red,Green,red,yellow,0.838,synthetic
I0518,M0518,R05,White,Black,foul_no_card,no_offence,0.617,synthetic
I0519,M0519,R05,Green,Gold,yellow,yellow,0.826,synthetic
I0520,M0520,R05,White,Gold,foul_no_card,foul_no_card,0.871,synthetic
I0521,M0521,R05,Blue,Black,foul_no_card,foul_no_card,0.849,synthetic
I0522,M0522,R05,Black,Blue,red,red,0.865,synthetic
I0523,M0523,R05,Green,White,no_offence,no_offence,0.867,synthetic
I0524,M0524,R05,Green,Black,foul_no_card,foul_no_card,0.98,synthetic
I0525,M0525,R05,Red,Black,yellow,yellow,0.676,synthetic
I0526,M0526,R05,Red,Black,no_offence,foul_no_card,0.972,synthetic
I0527,M0527,R05,Blue,Gold,yellow,yellow,0.905,synthetic
I0528,M0528,R05,Red,Gold,foul_no_card,foul_no_card,0.934,synthetic
I0529,M0529,R05,Blue,White,red,yellow,0.932,synthetic
I0530,M0530,R05,Green,Gold,red,red,0.841,synthetic
I0531,M0531,R05,Gold,Blue,foul_no_card,foul_no_card,0.841,synthetic
I0532,M0532,R05,Green,White,red,yellow,0.953,synthetic
I0533,M0533,R05,Green,White,foul_no_card,foul_no_card,0.842,synthetic
I0534,M0534,R05,Black,Blue,no_offence,no_offence,0.885,synthetic
I0535,M0535,R05,Black,Green,red,red,0.862,synthetic
I0536,M0536,R05,Blue,White,no_offence,no_offence,0.932,synthetic
I0537,M0537,R05,Blue,Red,yellow,yellow,0.86,synthetic
I0538,M0538,R05,Green,Gold,foul_no_card,foul_no_card,0.979,synthetic
I0539,M0539,R05,Blue,Gold,yellow,yellow,0.835,synthetic
I0540,M0540,R05,Blue,Red,no_offence,no_offence,0.856,synthetic
I0541,M0541,R05,Red,Gold,foul_no_card,foul_no_card,0.913,synthetic
I0542,M0542,R05,Green,Blue,no_offence,no_offence,0.891,synthetic
I0543,M0543,R05,Red,Blue,foul_no_card,yellow,0.827,synthetic
I0544,M0544,R05,Gold,Blue,no_offence,no_offence,0.883,synthetic
I0545,M0545,R05,Blue,Gold,yellow,yellow,0.85,synthetic
I0546,M0546,R05,Green,Gold,yellow,yellow,0.859,synthetic
I0547,M0547,R05,Green,Gold,foul_no_card,foul_no_card,0.655,synthetic
I0548,M0548,R05,Red,Gold,foul_no_card,no_offence,0.921,synthetic
I0549,M0549,R05,Black,Blue,yellow,red,0.907,synthetic
I0550,M0550,R05,Gold,Green,yellow,yellow,0.849,synthetic
I0551,M0551,R05,Green,Black,yellow,foul_no_card,0.829,synthetic
I0552,M0552,R05,Gold,Black,foul_no_card,foul_no_card,0.846,synthetic
I0553,M0553,R05,Red,White,no_offence,foul_no_card,0.829,synthetic
I0554,M0554,R05,Red,Black,foul_no_card,yellow,0.954,synthetic
I0555,M0555,R05,Red,White,foul_no_card,foul_no_card,0.877,synthetic
I0556,M0556,R05,Black,Blue,yellow,yellow,0.843,synthetic
I0557,M0557,R05,Red,Gold,foul_no_card,foul_no_card,0.619,synthetic
I0558,M0558,R05,Black,Red,no_offence,no_offence,0.918,synthetic
I0559,M0559,R05,Red,Green,red,yellow,0.872,synthetic
I0560,M0560,R05,Blue,Red,yellow,foul_no_card,0.955,synthetic
I0561,M0561,R05,Green,Blue,yellow,foul_no_card,0.836,synthetic
I0562,M0562,R05,Green,White,no_offence,no_offence,0.947,synthetic
I0563,M0563,R05,Gold,Green,foul_no_card,no_offence,0.969,synthetic
I0564,M0564,R05,Green,Red,foul_no_card,yellow,0.937,synthetic
I0565,M0565,R05,Green,Red,no_offence,no_offence,0.912,synthetic
I0566,M0566,R05,Black,Blue,no_offence,no_offence,0.918,synthetic
I0567,M0567,R05,White,Black,no_offence,no_offence,0.832,synthetic
I0568,M0568,R05,Green,White,foul_no_card,no_offence,0.933,synthetic
I0569,M0569,R05,White,Green,foul_no_card,foul_no_card,0.831,synthetic
I0570,M0570,R05,Green,Blue,yellow,yellow,0.887,synthetic
I0571,M0571,R05,Red,Gold,foul_no_card,foul_no_card,0.836,synthetic
I0572,M0572,R05,Gold,Black,yellow,yellow,0.832,synthetic
I0573,M0573,R05,Blue,Green,no_offence,no_offence,0.875,synthetic
I0574,M0574,R05,Gold,Red,yellow,yellow,0.835,synthetic
I0575,M0575,R05,Black,White,yellow,yellow,0.925,synthetic
I0576,M0576,R05,Black,Gold,no_offence,no_offence,0.85,synthetic
I0577,M0577,R05,White,Black,yellow,yellow,0.865,synthetic
I0578,M0578,R05,Red,Blue,no_offence,no_offence,0.845,synthetic
I0579,M0579,R05,Green,Blue,foul_no_card,foul_no_card,0.916,synthetic
I0580,M0580,R05,Red,Blue,no_offence,no_offence,0.833,synthetic
I0581,M0581,R05,Blue,Green,yellow,yellow,0.862,synthetic
I0582,M0582,R05,White,Black,foul_no_card,foul_no_card,0.85,synthetic
I0583,M0583,R05,Blue,Green,foul_no_card,foul_no_card,0.91,synthetic
I0584,M0584,R05,Red,Blue,no_offence,no_offence,0.975,synthetic
I0585,M0585,R05,Black,Red,no_offence,foul_no_card,0.887,synthetic
I0586,M0586,R05,Black,Gold,foul_no_card,foul_no_card,0.883,synthetic
I0587,M0587,R05,White,Blue,yellow,foul_no_card,0.928,synthetic
I0588,M0588,R05,Black,Red,no_offence,no_offence,0.977,synthetic
I0589,M0589,R05,Red,White,no_offence,no_offence,0.89,synthetic
I0590,M0590,R05,White,Red,yellow,yellow,0.966,synthetic
I0591,M0591,R05,Blue,White,foul_no_card,foul_no_card,0.864,synthetic
I0592,M0592,R05,Gold,Blue,yellow,yellow,0.887,synthetic
I0593,M0593,R05,Gold,Red,no_offence,no_offence,0.97,synthetic
I0594,M0594,R05,Blue,Black,foul_no_card,yellow,0.961,synthetic
I0595,M0595,R05,Gold,Green,foul_no_card,foul_no_card,0.826,synthetic
I0596,M0596,R05,Green,Gold,no_offence,no_offence,0.826,synthetic
I0597,M0597,R05,Green,Red,no_offence,no_offence,0.88,synthetic
I0598,M0598,R05,Green,White,no_offence,foul_no_card,0.93,synthetic
I0599,M0599,R05,Red,White,foul_no_card,foul_no_card,0.871,synthetic
I0600,M0600,R05,White,Gold,foul_no_card,foul_no_card,0.966,synthetic
I0601,M0601,R06,Gold,White,foul_no_card,yellow,0.902,synthetic
I0602,M0602,R06,Red,Blue,foul_no_card,foul_no_card,0.956,synthetic
I0603,M0603,R06,Black,Blue,foul_no_card,no_offence,0.829,synthetic
I0604,M0604,R06,Blue,Gold,no_offence,no_offence,0.879,synthetic
I0605,M0605,R06,Gold,Black,yellow,foul_no_card,0.859,synthetic
I0606,M0606,R06,Gold,Black,yellow,foul_no_card,0.908,synthetic
I0607,M0607,R06,Green,Red,yellow,yellow,0.834,synthetic
I0608,M0608,R06,Blue,Gold,foul_no_card,no_offence,0.854,synthetic
I0609,M0609,R06,Red,White,yellow,yellow,0.823,synthetic
I0610,M0610,R06,White,Blue,foul_no_card,foul_no_card,0.948,synthetic
I0611,M0611,R06,Red,Green,yellow,foul_no_card,0.933,synthetic
I0612,M0612,R06,Green,Gold,foul_no_card,yellow,0.855,synthetic
I0613,M0613,R06,Green,Black,yellow,yellow,0.902,synthetic
I0614,M0614,R06,White,Green,foul_no_card,foul_no_card,0.93,synthetic
I0615,M0615,R06,Gold,Blue,foul_no_card,foul_no_card,0.864,synthetic
I0616,M0616,R06,White,Green,no_offence,no_offence,0.829,synthetic
I0617,M0617,R06,Black,Gold,yellow,yellow,0.925,synthetic
I0618,M0618,R06,Green,White,yellow,yellow,0.913,synthetic
I0619,M0619,R06,Black,Red,foul_no_card,foul_no_card,0.922,synthetic
I0620,M0620,R06,Gold,Green,no_offence,foul_no_card,0.96,synthetic
I0621,M0621,R06,Red,Green,no_offence,no_offence,0.949,synthetic
I0622,M0622,R06,Red,Green,yellow,yellow,0.959,synthetic
I0623,M0623,R06,Gold,Green,foul_no_card,foul_no_card,0.839,synthetic
I0624,M0624,R06,Blue,Black,foul_no_card,foul_no_card,0.851,synthetic
I0625,M0625,R06,Blue,Gold,foul_no_card,foul_no_card,0.844,synthetic
I0626,M0626,R06,Red,Green,foul_no_card,foul_no_card,0.893,synthetic
I0627,M0627,R06,Green,Red,yellow,yellow,0.848,synthetic
I0628,M0628,R06,White,Blue,no_offence,no_offence,0.847,synthetic
I0629,M0629,R06,Red,Gold,foul_no_card,yellow,0.889,synthetic
I0630,M0630,R06,Gold,White,foul_no_card,foul_no_card,0.695,synthetic
I0631,M0631,R06,White,Green,yellow,red,0.905,synthetic
I0632,M0632,R06,Blue,White,foul_no_card,foul_no_card,0.875,synthetic
I0633,M0633,R06,Red,Blue,foul_no_card,foul_no_card,0.952,synthetic
I0634,M0634,R06,Green,White,foul_no_card,foul_no_card,0.889,synthetic
I0635,M0635,R06,White,Red,yellow,foul_no_card,0.85,synthetic
I0636,M0636,R06,Gold,Blue,foul_no_card,foul_no_card,0.937,synthetic
I0637,M0637,R06,Black,White,no_offence,no_offence,0.826,synthetic
I0638,M0638,R06,White,Green,yellow,yellow,0.828,synthetic
I0639,M0639,R06,Blue,White,no_offence,no_offence,0.84,synthetic
I0640,M0640,R06,Green,Gold,yellow,yellow,0.821,synthetic
I0641,M0641,R06,Gold,Blue,yellow,yellow,0.842,synthetic
I0642,M0642,R06,Blue,Black,yellow,yellow,0.837,synthetic
I0643,M0643,R06,Red,Black,no_offence,no_offence,0.852,synthetic
I0644,M0644,R06,White,Gold,foul_no_card,foul_no_card,0.853,synthetic
I0645,M0645,R06,Gold,Green,foul_no_card,foul_no_card,0.838,synthetic
I0646,M0646,R06,Black,Gold,no_offence,no_offence,0.936,synthetic
I0647,M0647,R06,Blue,Green,foul_no_card,foul_no_card,0.862,synthetic
I0648,M0648,R06,Blue,White,foul_no_card,yellow,0.878,synthetic
I0649,M0649,R06,White,Green,foul_no_card,foul_no_card,0.962,synthetic
I0650,M0650,R06,Blue,Red,yellow,yellow,0.89,synthetic
I0651,M0651,R06,Black,Green,yellow,yellow,0.849,synthetic
I0652,M0652,R06,Gold,White,red,red,0.956,synthetic
I0653,M0653,R06,Gold,Red,no_offence,no_offence,0.761,synthetic
I0654,M0654,R06,Red,Blue,foul_no_card,foul_no_card,0.929,synthetic
I0655,M0655,R06,Red,Black,foul_no_card,foul_no_card,0.72,synthetic
I0656,M0656,R06,White,Red,foul_no_card,foul_no_card,0.891,synthetic
I0657,M0657,R06,Blue,Green,yellow,yellow,0.904,synthetic
I0658,M0658,R06,White,Black,yellow,yellow,0.96,synthetic
I0659,M0659,R06,Black,White,yellow,yellow,0.936,synthetic
I0660,M0660,R06,Gold,Green,yellow,yellow,0.952,synthetic
I0661,M0661,R06,Black,Blue,foul_no_card,no_offence,0.895,synthetic
I0662,M0662,R06,Gold,Red,no_offence,no_offence,0.975,synthetic
I0663,M0663,R06,Blue,Black,foul_no_card,foul_no_card,0.858,synthetic
I0664,M0664,R06,Gold,White,yellow,yellow,0.892,synthetic
I0665,M0665,R06,Blue,Gold,yellow,yellow,0.826,synthetic
I0666,M0666,R06,Black,Blue,foul_no_card,yellow,0.922,synthetic
I0667,M0667,R06,Black,White,foul_no_card,foul_no_card,0.878,synthetic
I0668,M0668,R06,Blue,Red,yellow,yellow,0.916,synthetic
I0669,M0669,R06,White,Green,yellow,yellow,0.855,synthetic
I0670,M0670,R06,Green,White,red,yellow,0.904,synthetic
I0671,M0671,R06,White,Blue,no_offence,no_offence,0.935,synthetic
I0672,M0672,R06,White,Gold,no_offence,no_offence,0.969,synthetic
I0673,M0673,R06,Gold,Red,no_offence,foul_no_card,0.837,synthetic
I0674,M0674,R06,Gold,Blue,foul_no_card,yellow,0.944,synthetic
I0675,M0675,R06,Gold,White,red,yellow,0.9,synthetic
I0676,M0676,R06,Black,Blue,foul_no_card,foul_no_card,0.968,synthetic
I0677,M0677,R06,Red,Black,foul_no_card,no_offence,0.925,synthetic
I0678,M0678,R06,Black,Green,foul_no_card,foul_no_card,0.967,synthetic
I0679,M0679,R06,Red,Green,foul_no_card,foul_no_card,0.949,synthetic
I0680,M0680,R06,Red,Gold,yellow,foul_no_card,0.955,synthetic
I0681,M0681,R06,Black,Green,red,yellow,0.852,synthetic
I0682,M0682,R06,Black,Green,red,yellow,0.934,synthetic
I0683,M0683,R06,Red,Black,foul_no_card,foul_no_card,0.942,synthetic
I0684,M0684,R06,Black,Gold,yellow,foul_no_card,0.928,synthetic
I0685,M0685,R06,Black,Green,yellow,yellow,0.627,synthetic
I0686,M0686,R06,Gold,Red,no_offence,no_offence,0.946,synthetic
I0687,M0687,R06,Green,White,no_offence,no_offence,0.853,synthetic
I0688,M0688,R06,Black,Blue,foul_no_card,foul_no_card,0.928,synthetic
I0689,M0689,R06,Black,Red,yellow,yellow,0.945,synthetic
I0690,M0690,R06,White,Green,yellow,yellow,0.887,synthetic
I0691,M0691,R06,White,Green,red,red,0.852,synthetic
I0692,M0692,R06,Gold,Red,yellow,yellow,0.941,synthetic
I0693,M0693,R06,Black,White,no_offence,no_offence,0.892,synthetic
I0694,M0694,R06,White,Blue,no_offence,no_offence,0.88,synthetic
I0695,M0695,R06,Gold,Green,foul_no_card,foul_no_card,0.861,synthetic
I0696,M0696,R06,Green,Gold,yellow,yellow,0.872,synthetic
I0697,M0697,R06,Blue,Black,yellow,yellow,0.908,synthetic
I0698,M0698,R06,Blue,Green,yellow,foul_no_card,0.946,synthetic
I0699,M0699,R06,Red,Gold,foul_no_card,foul_no_card,0.961,synthetic
I0700,M0700,R06,White,Green,foul_no_card,foul_no_card,0.919,synthetic
I0701,M0701,R06,Gold,Black,red,yellow,0.717,synthetic
I0702,M0702,R06,Gold,Red,yellow,yellow,0.973,synthetic
I0703,M0703,R06,White,Green,no_offence,foul_no_card,0.861,synthetic
I0704,M0704,R06,White,Green,no_offence,no_offence,0.902,synthetic
I0705,M0705,R06,Black,Gold,foul_no_card,foul_no_card,0.871,synthetic
I0706,M0706,R06,Blue,White,foul_no_card,no_offence,0.821,synthetic
I0707,M0707,R06,Blue,Red,foul_no_card,yellow,0.888,synthetic
I0708,M0708,R06,Blue,Red,foul_no_card,foul_no_card,0.944,synthetic
I0709,M0709,R06,White,Blue,yellow,yellow,0.873,synthetic
I0710,M0710,R06,Blue,White,foul_no_card,no_offence,0.912,synthetic
I0711,M0711,R06,Red,Green,foul_no_card,foul_no_card,0.871,synthetic
I0712,M0712,R06,Gold,Blue,foul_no_card,foul_no_card,0.941,synthetic
I0713,M0713,R06,Black,Blue,yellow,yellow,0.837,synthetic
I0714,M0714,R06,White,Green,foul_no_card,foul_no_card,0.881,synthetic
I0715,M0715,R06,White,Blue,foul_no_card,foul_no_card,0.883,synthetic
I0716,M0716,R06,Black,Green,red,red,0.966,synthetic
I0717,M0717,R06,White,Green,red,red,0.843,synthetic
I0718,M0718,R06,Blue,White,foul_no_card,foul_no_card,0.834,synthetic
I0719,M0719,R06,Red,Green,yellow,foul_no_card,0.843,synthetic
I0720,M0720,R06,Red,White,foul_no_card,foul_no_card,0.927,synthetic
I0721,M0721,R07,Black,Blue,red,yellow,0.894,synthetic
I0722,M0722,R07,Black,Blue,foul_no_card,foul_no_card,0.936,synthetic
I0723,M0723,R07,Gold,Green,foul_no_card,foul_no_card,0.866,synthetic
I0724,M0724,R07,Blue,Red,foul_no_card,foul_no_card,0.869,synthetic
I0725,M0725,R07,Black,Red,foul_no_card,foul_no_card,0.889,synthetic
I0726,M0726,R07,Blue,Green,foul_no_card,foul_no_card,0.89,synthetic
I0727,M0727,R07,Green,Red,yellow,yellow,0.891,synthetic
I0728,M0728,R07,Green,Gold,foul_no_card,foul_no_card,0.955,synthetic
I0729,M0729,R07,Red,Black,no_offence,no_offence,0.936,synthetic
I0730,M0730,R07,Blue,Black,no_offence,foul_no_card,0.943,synthetic
I0731,M0731,R07,Red,Blue,foul_no_card,foul_no_card,0.896,synthetic
I0732,M0732,R07,Red,Green,yellow,foul_no_card,0.957,synthetic
I0733,M0733,R07,Red,Gold,foul_no_card,foul_no_card,0.822,synthetic
I0734,M0734,R07,Red,Black,yellow,yellow,0.845,synthetic
I0735,M0735,R07,Black,White,red,yellow,0.897,synthetic
I0736,M0736,R07,Green,Blue,foul_no_card,foul_no_card,0.669,synthetic
I0737,M0737,R07,Blue,Red,no_offence,foul_no_card,0.967,synthetic
I0738,M0738,R07,Blue,White,red,red,0.903,synthetic
I0739,M0739,R07,Green,White,foul_no_card,foul_no_card,0.881,synthetic
I0740,M0740,R07,Black,Blue,foul_no_card,foul_no_card,0.903,synthetic
I0741,M0741,R07,Green,White,foul_no_card,foul_no_card,0.9,synthetic
I0742,M0742,R07,Red,Gold,no_offence,no_offence,0.854,synthetic
I0743,M0743,R07,Red,White,foul_no_card,foul_no_card,0.857,synthetic
I0744,M0744,R07,Green,Blue,foul_no_card,foul_no_card,0.846,synthetic
I0745,M0745,R07,Gold,Blue,foul_no_card,foul_no_card,0.842,synthetic
I0746,M0746,R07,Black,Blue,yellow,yellow,0.968,synthetic
I0747,M0747,R07,Black,Gold,foul_no_card,foul_no_card,0.725,synthetic
I0748,M0748,R07,White,Green,yellow,yellow,0.895,synthetic
I0749,M0749,R07,Gold,Red,foul_no_card,foul_no_card,0.913,synthetic
I0750,M0750,R07,Red,Black,yellow,yellow,0.875,synthetic
I0751,M0751,R07,Gold,Black,foul_no_card,foul_no_card,0.837,synthetic
I0752,M0752,R07,Red,Black,yellow,yellow,0.844,synthetic
I0753,M0753,R07,Blue,Red,foul_no_card,foul_no_card,0.735,synthetic
